user_id,Landmark_ID,action,timestamp,time_spent,rating
5,TMP_05,rate,2025-04-04 11:28:00,,3.0
5,NAT_03,love,2025-02-24 13:02:00,,
5,ANC_04,view,2025-03-21 12:39:00,76.0,
5,MOD_01,rate,2025-04-04 04:57:00,,5.0
5,ANC_03,view,2025-02-12 12:57:00,87.0,
5,REL_04,love,2025-03-22 18:22:00,,
5,REL_04,view,2025-02-12 16:09:00,194.0,
5,TMP_01,rate,2025-03-17 11:02:00,,3.0
5,REL_03,love,2025-03-14 11:06:00,,
5,ANC_02,love,2025-03-10 13:18:00,,
5,TMP_02,view,2025-04-07 02:08:00,88.0,
5,TMP_05,view,2025-03-15 01:33:00,82.0,
5,NAT_05,rate,2025-03-07 22:02:00,,3.0
5,ANC_05,view,2025-03-21 01:00:00,122.0,
5,Anc_01,view,2025-03-04 03:13:00,131.0,
5,REL_03,view,2025-03-22 16:08:00,130.0,
5,MOD_02,rate,2025-03-13 20:03:00,,2.0
5,NAT_03,view,2025-03-14 04:22:00,112.0,
5,NAT_02,view,2025-02-05 12:14:00,127.0,
5,TMP_03,view,2025-03-19 02:46:00,264.0,
5,NAT_05,love,2025-02-06 10:58:00,,
5,TMP_01,rate,2025-02-10 09:26:00,,4.0
5,Anc_01,view,2025-03-14 09:36:00,123.0,
5,MOD_03,view,2025-02-28 12:23:00,124.0,
5,MOD_03,view,2025-02-24 20:03:00,177.0,
6,TMP_02,view,2025-02-09 04:14:00,107.0,
6,TMP_02,view,2025-03-08 06:01:00,107.0,
6,NAT_05,rate,2025-03-22 03:16:00,,3.0
6,REL_05,love,2025-04-08 22:25:00,,
6,ANC_02,view,2025-02-19 05:56:00,47.0,
6,ANC_04,view,2025-03-27 02:01:00,199.0,
6,REL_05,view,2025-03-05 10:05:00,201.0,
6,ANC_05,rate,2025-02-18 00:52:00,,3.0
6,Anc_01,view,2025-03-14 05:38:00,64.0,
6,MOD_01,view,2025-02-05 09:32:00,72.0,
6,REL_04,love,2025-03-24 03:52:00,,
7,MOD_05,view,2025-02-06 08:54:00,173.0,
7,REL_05,view,2025-04-06 06:53:00,35.0,
7,ANC_03,love,2025-03-16 05:32:00,,
7,REL_03,rate,2025-02-11 08:17:00,,2.0
7,ANC_05,love,2025-03-30 08:56:00,,
7,TMP_02,view,2025-03-06 23:10:00,109.0,
7,ANC_03,view,2025-03-30 17:07:00,83.0,
8,REL_05,love,2025-02-21 22:10:00,,
8,MOD_03,view,2025-02-17 15:35:00,102.0,
8,MOD_03,love,2025-02-16 08:08:00,,
8,TMP_05,love,2025-03-02 04:25:00,,
8,MOD_03,view,2025-02-07 00:15:00,86.0,
8,NAT_01,love,2025-02-03 20:11:00,,
8,NAT_01,love,2025-04-06 06:40:00,,
8,Anc_01,view,2025-03-04 13:27:00,75.0,
8,REL_05,view,2025-02-02 21:17:00,167.0,
8,MOD_03,view,2025-02-15 12:00:00,75.0,
8,NAT_05,view,2025-02-10 23:17:00,136.0,
8,ANC_02,love,2025-03-28 23:22:00,,
8,NAT_05,love,2025-03-05 04:39:00,,
8,ANC_05,view,2025-02-19 18:36:00,184.0,
8,MOD_03,view,2025-03-07 16:14:00,165.0,
8,ANC_05,love,2025-03-06 21:07:00,,
8,MOD_03,view,2025-03-22 06:32:00,204.0,
8,MOD_01,love,2025-04-07 13:06:00,,
8,MOD_02,view,2025-02-16 15:58:00,506.0,
8,REL_02,view,2025-04-08 09:09:00,132.0,
8,REL_03,view,2025-03-12 05:00:00,117.0,
8,TMP_03,view,2025-03-25 12:39:00,161.0,
8,REL_01,view,2025-03-12 18:49:00,93.0,
9,MOD_03,rate,2025-02-11 13:07:00,,1.0
9,REL_02,view,2025-04-10 19:25:00,83.0,
9,REL_03,view,2025-02-05 15:58:00,113.0,
9,REL_02,view,2025-02-15 05:33:00,106.0,
9,MOD_05,view,2025-04-09 11:40:00,166.0,
9,MOD_04,view,2025-03-10 05:26:00,95.0,
9,REL_03,view,2025-02-21 22:16:00,48.0,
9,ANC_05,view,2025-02-24 04:11:00,235.0,
9,TMP_04,view,2025-02-02 13:24:00,72.0,
9,NAT_04,love,2025-02-19 04:34:00,,
9,TMP_04,rate,2025-02-12 03:15:00,,2.0
10,TMP_02,rate,2025-03-03 19:20:00,,1.0
10,NAT_01,view,2025-03-03 09:08:00,118.0,
10,REL_01,view,2025-03-12 00:38:00,131.0,
10,NAT_02,view,2025-03-11 11:10:00,245.0,
10,MOD_02,love,2025-04-01 14:13:00,,
10,ANC_04,rate,2025-02-25 03:51:00,,3.0
10,NAT_03,love,2025-03-27 07:49:00,,
10,Anc_01,love,2025-02-02 10:55:00,,
11,REL_04,love,2025-03-29 08:03:00,,
11,MOD_02,view,2025-03-18 01:11:00,50.0,
11,NAT_02,view,2025-02-25 19:53:00,100.0,
11,ANC_04,view,2025-02-03 05:43:00,77.0,
12,ANC_05,love,2025-03-08 19:33:00,,
12,NAT_04,view,2025-03-13 17:56:00,185.0,
12,NAT_04,love,2025-02-07 00:42:00,,
12,NAT_03,love,2025-02-17 09:14:00,,
12,TMP_01,view,2025-03-17 23:30:00,129.0,
12,ANC_04,view,2025-02-19 10:54:00,87.0,
12,MOD_03,view,2025-02-16 20:08:00,38.0,
12,REL_04,view,2025-03-12 18:26:00,97.0,
12,MOD_05,rate,2025-03-28 13:37:00,,1.0
12,MOD_03,view,2025-02-17 01:54:00,290.0,
12,ANC_04,view,2025-02-04 15:11:00,90.0,
12,REL_04,love,2025-02-18 13:10:00,,
12,TMP_04,view,2025-03-15 20:31:00,70.0,
12,MOD_03,view,2025-03-22 19:41:00,106.0,
12,Anc_01,rate,2025-02-28 17:58:00,,4.0
12,MOD_04,view,2025-04-05 08:51:00,117.0,
12,TMP_03,view,2025-02-05 17:08:00,152.0,
12,ANC_03,view,2025-03-17 22:59:00,82.0,
12,NAT_01,love,2025-03-14 03:21:00,,
12,REL_01,view,2025-03-22 06:12:00,237.0,
12,TMP_01,love,2025-03-24 13:08:00,,
12,ANC_02,love,2025-03-22 20:11:00,,
12,ANC_04,rate,2025-03-15 17:18:00,,3.0
12,TMP_04,view,2025-02-07 05:53:00,266.0,
12,TMP_01,view,2025-04-06 08:38:00,96.0,
12,TMP_01,view,2025-03-02 09:30:00,86.0,
13,MOD_04,rate,2025-02-22 08:16:00,,4.0
13,TMP_03,rate,2025-02-19 05:31:00,,2.0
13,TMP_04,view,2025-02-26 02:28:00,240.0,
13,REL_03,view,2025-03-10 05:04:00,74.0,
13,ANC_02,love,2025-03-16 16:36:00,,
13,MOD_05,view,2025-02-28 00:46:00,83.0,
13,NAT_04,view,2025-03-17 18:24:00,169.0,
13,MOD_04,rate,2025-02-20 15:58:00,,2.0
13,MOD_02,view,2025-03-29 17:47:00,176.0,
13,MOD_05,love,2025-02-11 13:41:00,,
13,MOD_03,view,2025-03-17 05:33:00,52.0,
13,ANC_02,rate,2025-04-04 08:14:00,,5.0
13,REL_03,love,2025-03-29 06:14:00,,
13,TMP_05,rate,2025-02-03 00:19:00,,5.0
13,TMP_01,view,2025-03-28 01:28:00,140.0,
13,NAT_03,view,2025-02-27 13:28:00,75.0,
13,TMP_02,love,2025-03-12 09:21:00,,
14,NAT_03,view,2025-02-03 01:15:00,34.0,
14,TMP_02,view,2025-04-07 07:54:00,97.0,
14,ANC_02,view,2025-03-29 06:46:00,73.0,
14,MOD_01,love,2025-03-06 04:13:00,,
14,NAT_01,view,2025-02-10 23:01:00,148.0,
14,MOD_04,view,2025-04-08 23:35:00,184.0,
14,REL_05,love,2025-04-06 10:08:00,,
14,REL_01,view,2025-02-28 20:54:00,129.0,
14,MOD_02,view,2025-03-08 08:39:00,279.0,
14,NAT_02,view,2025-02-26 09:28:00,199.0,
14,REL_03,view,2025-02-22 11:02:00,103.0,
14,ANC_03,love,2025-04-07 08:33:00,,
14,ANC_03,view,2025-03-13 05:31:00,35.0,
14,NAT_05,view,2025-02-23 07:12:00,109.0,
14,TMP_03,view,2025-02-18 14:51:00,83.0,
14,TMP_04,view,2025-02-21 03:45:00,79.0,
14,MOD_01,love,2025-02-19 07:04:00,,
14,REL_02,rate,2025-02-01 14:50:00,,1.0
14,MOD_05,view,2025-02-16 13:28:00,223.0,
14,NAT_05,view,2025-04-08 18:23:00,91.0,
14,NAT_05,love,2025-03-25 00:19:00,,
14,MOD_05,view,2025-04-09 13:44:00,173.0,
14,MOD_05,love,2025-02-12 23:35:00,,
14,NAT_01,rate,2025-03-18 10:31:00,,5.0
14,NAT_04,love,2025-04-07 00:20:00,,
14,MOD_04,rate,2025-03-20 05:13:00,,5.0
14,REL_04,love,2025-02-01 02:53:00,,
14,NAT_02,love,2025-04-03 18:09:00,,
15,REL_04,love,2025-04-10 17:58:00,,
15,NAT_02,view,2025-03-18 19:46:00,119.0,
15,NAT_04,love,2025-03-08 11:26:00,,
15,ANC_04,love,2025-03-18 23:04:00,,
15,NAT_04,love,2025-04-10 22:27:00,,
15,REL_01,view,2025-04-09 08:36:00,31.0,
15,Anc_01,view,2025-02-11 16:10:00,89.0,
15,ANC_05,love,2025-03-22 16:00:00,,
15,TMP_02,love,2025-02-26 17:52:00,,
15,REL_02,love,2025-04-03 15:17:00,,
15,MOD_03,love,2025-03-21 17:07:00,,
15,ANC_02,rate,2025-04-02 05:07:00,,1.0
15,NAT_02,view,2025-03-31 02:18:00,53.0,
15,REL_03,view,2025-02-12 19:11:00,149.0,
15,NAT_03,love,2025-02-18 09:06:00,,
15,TMP_04,view,2025-03-20 19:13:00,108.0,
15,NAT_03,rate,2025-03-02 10:04:00,,1.0
15,ANC_05,view,2025-02-01 16:51:00,154.0,
15,TMP_03,love,2025-03-24 15:30:00,,
15,MOD_03,view,2025-02-22 05:00:00,95.0,
15,REL_04,view,2025-04-02 09:44:00,104.0,
15,NAT_01,love,2025-03-16 13:07:00,,
15,TMP_02,rate,2025-03-07 08:47:00,,2.0
15,REL_02,view,2025-03-13 03:29:00,145.0,
15,ANC_02,rate,2025-04-03 10:29:00,,5.0
15,MOD_04,view,2025-03-28 21:18:00,192.0,
15,NAT_02,view,2025-03-20 18:42:00,74.0,
15,NAT_05,rate,2025-03-12 04:37:00,,2.0
15,MOD_04,love,2025-02-07 11:46:00,,
15,MOD_02,love,2025-04-03 05:21:00,,
15,NAT_05,rate,2025-02-26 01:18:00,,3.0
15,NAT_03,view,2025-03-08 00:24:00,71.0,
15,TMP_05,love,2025-02-01 15:17:00,,
15,ANC_02,view,2025-04-04 22:27:00,184.0,
16,REL_05,rate,2025-02-19 08:39:00,,5.0
16,TMP_01,rate,2025-02-17 12:45:00,,4.0
16,TMP_01,rate,2025-02-28 04:13:00,,5.0
16,MOD_01,rate,2025-03-15 22:11:00,,1.0
16,MOD_01,view,2025-02-11 01:44:00,259.0,
16,REL_05,view,2025-02-10 06:29:00,90.0,
16,MOD_03,view,2025-02-23 23:49:00,231.0,
16,MOD_05,love,2025-02-22 13:33:00,,
16,ANC_02,rate,2025-04-03 13:01:00,,3.0
16,ANC_02,love,2025-04-09 05:25:00,,
17,NAT_03,rate,2025-02-16 20:31:00,,5.0
17,Anc_01,love,2025-02-27 03:52:00,,
17,REL_01,rate,2025-02-27 20:02:00,,4.0
17,TMP_03,view,2025-02-27 17:16:00,98.0,
17,NAT_03,love,2025-03-26 12:25:00,,
17,ANC_03,view,2025-03-05 20:03:00,115.0,
17,TMP_05,view,2025-02-17 08:21:00,58.0,
17,ANC_04,rate,2025-03-29 14:36:00,,1.0
17,MOD_01,rate,2025-04-05 14:59:00,,1.0
17,ANC_05,love,2025-03-12 01:26:00,,
17,TMP_05,love,2025-02-25 22:25:00,,
17,NAT_01,rate,2025-03-15 07:18:00,,4.0
17,TMP_05,love,2025-02-10 14:18:00,,
17,MOD_04,love,2025-02-17 20:35:00,,
17,ANC_04,love,2025-02-06 13:17:00,,
17,ANC_03,love,2025-02-18 20:30:00,,
17,TMP_01,love,2025-02-12 07:36:00,,
17,NAT_05,love,2025-03-26 15:29:00,,
17,NAT_01,love,2025-04-04 06:03:00,,
17,ANC_04,love,2025-03-31 07:32:00,,
17,MOD_05,love,2025-03-19 19:59:00,,
17,MOD_04,view,2025-02-13 14:56:00,154.0,
17,MOD_02,view,2025-02-07 08:33:00,259.0,
17,Anc_01,love,2025-03-01 08:26:00,,
17,MOD_05,view,2025-03-13 15:28:00,77.0,
17,NAT_02,love,2025-03-02 00:53:00,,
17,REL_01,view,2025-03-16 22:10:00,223.0,
17,REL_01,rate,2025-03-09 11:48:00,,2.0
17,Anc_01,view,2025-02-01 12:26:00,139.0,
17,TMP_01,view,2025-03-28 23:15:00,127.0,
17,ANC_03,love,2025-04-03 05:31:00,,
17,ANC_04,love,2025-02-19 03:58:00,,
17,TMP_02,rate,2025-02-04 14:15:00,,5.0
17,ANC_05,view,2025-02-28 15:06:00,108.0,
17,REL_02,love,2025-04-06 14:12:00,,
17,NAT_01,view,2025-04-06 20:59:00,399.0,
17,TMP_03,view,2025-02-25 08:33:00,108.0,
17,REL_01,love,2025-02-08 06:42:00,,
17,NAT_01,rate,2025-02-23 01:26:00,,4.0
17,TMP_05,love,2025-03-14 13:07:00,,
17,MOD_01,view,2025-03-28 12:27:00,154.0,
17,ANC_05,rate,2025-03-14 17:25:00,,4.0
17,MOD_02,love,2025-02-20 07:39:00,,
17,ANC_05,view,2025-03-26 10:38:00,117.0,
17,ANC_05,view,2025-03-24 01:29:00,97.0,
17,MOD_03,love,2025-02-26 07:35:00,,
17,ANC_04,view,2025-03-11 03:46:00,288.0,
17,MOD_02,rate,2025-02-15 00:43:00,,4.0
17,TMP_02,view,2025-03-14 00:31:00,112.0,
17,TMP_04,view,2025-03-04 22:55:00,93.0,
17,NAT_01,view,2025-03-27 09:47:00,49.0,
17,NAT_03,view,2025-02-27 17:27:00,183.0,
17,Anc_01,love,2025-03-11 22:23:00,,
17,ANC_02,rate,2025-03-22 16:12:00,,5.0
17,NAT_05,love,2025-02-12 20:56:00,,
17,NAT_04,love,2025-02-19 20:24:00,,
17,TMP_05,view,2025-03-22 12:35:00,180.0,
17,Anc_01,rate,2025-02-17 09:55:00,,4.0
17,TMP_04,love,2025-02-23 06:22:00,,
17,TMP_05,rate,2025-02-19 08:17:00,,4.0
17,NAT_03,view,2025-02-04 14:55:00,214.0,
17,NAT_04,love,2025-03-23 11:12:00,,
17,MOD_01,view,2025-02-21 16:24:00,119.0,
17,TMP_04,view,2025-02-15 22:25:00,76.0,
17,REL_05,view,2025-02-19 09:40:00,50.0,
17,REL_05,love,2025-02-24 04:52:00,,
17,ANC_04,view,2025-03-03 14:04:00,53.0,
17,ANC_04,view,2025-03-25 11:03:00,138.0,
17,NAT_02,view,2025-03-15 04:42:00,292.0,
17,REL_04,view,2025-02-02 04:33:00,135.0,
17,MOD_04,view,2025-04-06 03:38:00,170.0,
17,REL_02,view,2025-02-12 06:36:00,129.0,
17,MOD_01,love,2025-03-26 08:32:00,,
17,REL_02,love,2025-02-09 00:03:00,,
17,MOD_05,love,2025-03-20 13:34:00,,
17,NAT_04,view,2025-03-27 20:52:00,100.0,
17,MOD_03,love,2025-02-25 06:25:00,,
17,NAT_04,view,2025-03-15 17:29:00,80.0,
17,ANC_04,love,2025-02-18 12:07:00,,
17,NAT_03,love,2025-02-28 10:16:00,,
17,MOD_03,rate,2025-03-11 00:49:00,,5.0
17,ANC_03,rate,2025-04-01 07:18:00,,3.0
17,MOD_04,rate,2025-03-25 22:28:00,,4.0
17,Anc_01,love,2025-03-13 16:25:00,,
17,MOD_05,rate,2025-03-17 22:04:00,,3.0
17,MOD_04,rate,2025-03-10 09:59:00,,4.0
17,REL_02,view,2025-02-09 12:10:00,179.0,
17,TMP_02,love,2025-02-12 05:33:00,,
17,REL_03,rate,2025-02-25 09:15:00,,3.0
17,Anc_01,love,2025-04-04 23:09:00,,
17,TMP_02,love,2025-04-04 16:40:00,,
17,ANC_05,view,2025-02-28 09:20:00,107.0,
17,MOD_02,view,2025-03-11 07:43:00,53.0,
17,Anc_01,view,2025-02-09 23:59:00,159.0,
17,TMP_03,love,2025-03-17 17:49:00,,
17,NAT_01,love,2025-03-28 16:41:00,,
17,TMP_01,view,2025-03-06 03:19:00,30.0,
17,TMP_01,rate,2025-02-11 19:29:00,,4.0
17,NAT_01,view,2025-03-23 03:32:00,327.0,
18,ANC_02,love,2025-03-03 23:05:00,,
18,REL_05,love,2025-02-11 19:36:00,,
19,MOD_04,love,2025-02-19 11:56:00,,
19,NAT_03,love,2025-02-12 20:18:00,,
19,TMP_04,view,2025-02-23 08:26:00,114.0,
19,REL_01,love,2025-03-07 14:07:00,,
19,TMP_04,love,2025-02-26 06:49:00,,
19,TMP_04,love,2025-03-18 03:01:00,,
19,TMP_05,view,2025-02-07 16:33:00,107.0,
19,MOD_03,view,2025-04-05 22:26:00,167.0,
19,TMP_04,view,2025-03-25 15:39:00,113.0,
19,ANC_02,love,2025-03-25 12:30:00,,
19,REL_02,rate,2025-02-04 01:43:00,,1.0
19,ANC_05,view,2025-04-04 16:44:00,185.0,
19,TMP_04,rate,2025-03-18 23:06:00,,3.0
19,NAT_01,view,2025-03-23 20:25:00,76.0,
19,REL_03,love,2025-03-20 03:13:00,,
19,TMP_05,love,2025-03-22 08:44:00,,
19,TMP_01,love,2025-02-19 17:20:00,,
19,NAT_01,view,2025-03-17 17:02:00,209.0,
19,REL_01,love,2025-04-06 20:35:00,,
19,NAT_02,love,2025-02-13 15:13:00,,
19,TMP_03,love,2025-03-21 07:40:00,,
19,ANC_02,love,2025-03-10 09:34:00,,
19,MOD_04,love,2025-03-04 09:45:00,,
19,NAT_01,view,2025-03-16 08:24:00,182.0,
19,NAT_04,view,2025-02-06 03:29:00,111.0,
19,NAT_04,love,2025-02-19 10:51:00,,
19,TMP_01,love,2025-02-23 12:36:00,,
20,MOD_05,rate,2025-04-05 10:10:00,,2.0
20,REL_01,view,2025-03-03 15:42:00,185.0,
20,NAT_01,love,2025-04-09 03:10:00,,
20,REL_02,view,2025-02-27 01:13:00,197.0,
20,NAT_03,view,2025-02-02 09:02:00,99.0,
20,REL_01,view,2025-03-01 16:39:00,97.0,
21,TMP_02,view,2025-04-09 21:14:00,145.0,
21,TMP_01,view,2025-02-26 19:48:00,73.0,
21,TMP_05,love,2025-03-15 18:35:00,,
21,MOD_01,love,2025-03-07 00:58:00,,
21,REL_05,view,2025-02-18 01:34:00,220.0,
21,MOD_02,love,2025-03-25 23:38:00,,
21,MOD_04,view,2025-03-20 09:28:00,121.0,
21,ANC_02,view,2025-02-21 18:45:00,91.0,
21,ANC_05,view,2025-02-23 03:21:00,35.0,
21,ANC_02,rate,2025-03-21 21:04:00,,3.0
21,ANC_04,view,2025-02-08 00:11:00,124.0,
21,TMP_02,view,2025-02-13 12:37:00,153.0,
21,ANC_05,rate,2025-02-21 14:41:00,,4.0
21,TMP_04,love,2025-02-22 21:44:00,,
21,ANC_03,view,2025-03-23 22:02:00,177.0,
21,TMP_05,rate,2025-04-02 13:25:00,,4.0
21,TMP_01,view,2025-03-17 06:41:00,114.0,
21,NAT_01,love,2025-02-25 07:09:00,,
21,NAT_01,view,2025-04-05 02:02:00,156.0,
21,NAT_04,view,2025-04-04 19:05:00,220.0,
21,NAT_02,love,2025-03-03 22:26:00,,
21,NAT_05,rate,2025-02-11 07:31:00,,3.0
21,TMP_03,love,2025-02-18 03:09:00,,
21,MOD_05,rate,2025-03-14 21:58:00,,3.0
21,MOD_02,love,2025-02-18 12:11:00,,
21,TMP_04,love,2025-02-01 01:09:00,,
21,ANC_05,view,2025-03-13 08:18:00,57.0,
21,NAT_03,rate,2025-02-25 14:50:00,,2.0
21,REL_03,rate,2025-03-30 07:25:00,,3.0
21,MOD_03,love,2025-03-13 10:40:00,,
21,ANC_03,view,2025-03-13 20:25:00,143.0,
21,REL_03,view,2025-04-05 10:06:00,177.0,
21,NAT_04,love,2025-03-22 16:07:00,,
21,TMP_03,love,2025-04-01 01:28:00,,
21,TMP_02,view,2025-03-02 16:48:00,133.0,
21,TMP_04,rate,2025-02-10 11:06:00,,3.0
21,REL_02,view,2025-03-03 18:42:00,61.0,
21,TMP_04,rate,2025-02-27 10:39:00,,3.0
21,MOD_03,love,2025-02-15 20:10:00,,
21,Anc_01,view,2025-03-03 21:31:00,45.0,
21,MOD_01,view,2025-02-12 17:33:00,76.0,
21,TMP_01,love,2025-03-25 00:21:00,,
21,MOD_01,view,2025-03-25 00:09:00,38.0,
21,ANC_03,love,2025-02-15 22:26:00,,
21,MOD_03,love,2025-03-16 01:31:00,,
21,NAT_05,rate,2025-02-19 20:56:00,,4.0
21,MOD_03,view,2025-02-02 17:32:00,65.0,
21,MOD_04,view,2025-03-12 05:07:00,111.0,
21,ANC_04,view,2025-02-25 11:41:00,236.0,
21,MOD_01,rate,2025-03-12 13:44:00,,4.0
21,ANC_05,rate,2025-04-01 17:25:00,,3.0
21,ANC_05,rate,2025-03-02 23:01:00,,4.0
21,REL_03,love,2025-03-18 07:42:00,,
21,MOD_01,love,2025-02-16 18:41:00,,
21,NAT_02,love,2025-04-01 02:38:00,,
21,MOD_02,rate,2025-02-08 19:03:00,,3.0
21,TMP_01,rate,2025-03-08 00:06:00,,4.0
21,REL_05,love,2025-04-04 14:50:00,,
21,TMP_03,view,2025-04-01 12:44:00,102.0,
21,ANC_03,view,2025-02-18 22:49:00,58.0,
21,REL_05,view,2025-02-12 20:33:00,148.0,
21,MOD_04,view,2025-03-07 19:17:00,147.0,
21,NAT_03,view,2025-03-10 06:14:00,71.0,
21,MOD_05,view,2025-03-09 04:34:00,196.0,
21,NAT_02,love,2025-02-24 02:06:00,,
21,MOD_01,view,2025-03-07 02:35:00,315.0,
21,NAT_03,view,2025-03-03 22:25:00,131.0,
21,ANC_03,love,2025-02-01 15:02:00,,
